date, pm25, pm10, no2, so2, co
2020/6/18, 45, , , , 
2020/6/19, 36, , , , 
2020/6/20, 40, , , , 
2020/6/21, 37, , , , 
2020/6/22, 56, , , , 
2020/6/23, 39, , , , 
2020/6/24, 31, , , , 
2020/6/25, 35, , , , 
2020/6/26, 40, , , , 
2020/6/27, 41, , , , 
2020/6/28, 37, , , , 
2020/6/29, 25, , , , 
2020/6/30, 51, , , , 
2020/2/10, 17, , , , 
2020/2/11, 54, , , , 
2020/2/12, 167, , , , 
2020/2/13, 88, , , , 
2020/2/14, 89, , , , 
2020/2/15, 134, , , , 
2020/2/16, 77, , , , 
2020/2/17, 94, , , , 
2020/2/18, 104, , , , 
2020/2/19, 86, , , , 
2020/2/20, 152, , , , 
2020/2/21, 161, , , , 
2020/2/22, 81, , , , 
2020/2/23, 64, , , , 
2020/2/24, 132, , , , 
2020/2/25, 103, , , , 
2020/2/26, 100, , , , 
2020/2/27, 67, , , , 
2020/2/28, 51, , , , 
2020/2/29, 55, , , , 
2020/3/2, 106, , , , 
2020/3/3, 70, , , , 
2020/3/4, 99, , , , 
2020/3/5, 111, , , , 
2020/3/6, 49, , , , 
2020/3/7, 48, , , , 
2020/3/8, 103, , , , 
2020/3/9, 133, , , , 
2020/3/10, 75, , , , 
2020/3/11, 63, , , , 
2020/3/12, 117, , , , 
2020/3/13, 99, , , , 
2020/3/14, 104, , , , 
2020/3/15, 125, , , , 
2020/3/16, 83, , , , 
2020/3/17, 64, , , , 
2020/3/18, 74, , , , 
2020/3/19, 78, , , , 
2020/3/20, 75, , , , 
2020/3/21, 91, , , , 
2020/3/22, 20, , , , 
2020/3/27, 114, , , , 
2020/3/28, 99, , , , 
2020/3/29, 50, , , , 
2020/3/30, 76, , , , 
2020/3/31, 81, , , , 
2024/1/11, , 37, , 1, 8
2024/1/12, , 67, , 1, 13
2024/1/13, , 62, , 1, 10
2024/1/14, , 24, , 1, 3
2024/1/15, , 45, , 1, 5
2023/9/27, , 1, 16, 1, 8
2023/9/28, , 1, 13, 1, 5
2023/9/29, , 1, 10, 1, 7
2022/12/6, , 111, , 1, 11
2022/12/7, , 112, , 1, 11
2022/12/8, , 47, , 1, 5
2022/12/9, , 65, , 1, 15
2022/12/10, , 91, , 1, 19
2022/12/11, , 126, , 1, 25
2022/12/12, , 154, 10, 1, 18
2022/7/1, , 14, 19, 2, 4
2022/7/2, , 11, 23, 2, 3
2022/7/3, , 11, 23, 2, 3
2022/7/4, , 22, 22, 2, 3
2022/7/5, , 22, 20, 2, 4
2022/7/6, , 21, 17, 1, 1
2022/7/7, , 17, 24, 1, 3
2022/7/8, , 29, 24, 2, 5
2022/7/9, , 13, 16, 2, 3
2022/7/10, , 11, 15, 1, 3
2022/7/11, , 14, 19, 1, 5
2022/7/12, , 12, 18, 2, 4
2022/7/13, , 15, 5, 2, 5
2022/7/14, , 15, , 2, 4
2022/7/15, , 23, , 2, 6
2022/7/16, , 17, , 2, 5
2022/7/17, , 11, , 2, 4
2022/7/18, , 17, , 2, 4
2022/7/19, , 18, , 2, 8
2022/7/20, , 17, , 1, 6
2022/7/21, , 25, 7, 1, 6
2022/7/22, , 34, 25, 2, 7
2022/7/23, , 24, 26, 1, 5
2022/7/24, , 16, , 2, 6
2022/7/25, , 21, , 2, 4
2022/7/26, , 25, , 2, 8
2022/7/27, , 22, , 1, 11
2022/7/28, , 26, 20, 1, 3
2022/7/29, , 25, 24, 2, 4
2022/7/30, , 17, 22, 1, 4
2022/7/31, , 13, 21, 2, 4
2022/8/1, , 17, 24, 2, 3
2022/8/2, , 15, 24, 2, 4
2022/8/3, , 20, 32, 1, 3
2022/8/4, , 21, 28, 1, 5
2022/8/5, , 14, 34, 2, 5
2022/8/6, , 19, 32, 2, 5
2022/8/7, , 16, 26, 2, 3
2022/8/8, , 19, 24, 1, 3
2022/8/9, , 10, 19, 1, 3
2022/8/10, , 21, 22, 1, 4
2022/8/11, , 24, 31, 2, 5
2022/8/12, , 26, 31, 1, 4
2022/8/13, , 26, 6, 2, 5
2022/8/14, , 22, , 1, 3
2022/8/15, , 15, , 1, 5
2022/8/16, , 16, , 2, 4
2022/8/17, , 12, , 2, 5
2022/8/18, , 11, , 2, 6
2022/8/19, , 11, , 2, 5
2022/8/20, , 11, , 1, 3
2022/8/21, , 9, , 1, 4
2022/8/22, , 14, , 1, 4
2022/8/23, , 16, , 2, 4
2022/8/24, , 15, , 2, 5
2022/8/25, , 24, , 2, 4
2022/8/26, , 21, , 1, 7
2022/8/27, , 14, 5, 1, 5
2022/8/28, , 11, 34, 2, 5
2022/8/29, , 29, 29, 1, 4
2022/8/30, , 19, 36, 2, 6
2022/8/31, , 14, 41, 2, 6
2022/9/1, , 14, 51, 3, 7
2022/9/2, , 9, 53, 2, 7
2022/9/3, , 15, 53, 2, 5
2022/9/4, , 12, 46, 2, 6
2022/9/5, , 21, 60, 2, 7
2022/5/2, , 21, 23, 2, 5
2022/5/3, , 28, 18, 2, 5
2022/5/4, , 11, 19, 2, 6
2022/5/5, , 18, 19, 2, 6
2022/5/6, , 22, 19, 2, 7
2022/5/7, , 18, 23, 2, 5
2022/5/8, , 32, 21, 2, 6
2022/5/9, , 18, 21, 2, 5
2022/5/10, , 11, 17, 2, 5
2022/5/11, , 13, 19, 2, 6
2022/5/12, , 26, 32, 2, 6
2022/5/13, , 22, 18, 1, 5
2022/5/14, , 15, 13, 2, 4
2022/5/15, , 19, 24, 2, 5
2022/5/16, , 21, 30, 2, 7
2022/5/17, , 15, 27, 2, 7
2022/5/18, , 16, 20, 1, 6
2022/5/19, , 22, 26, 2, 7
2022/5/20, , 19, 20, 1, 4
2022/5/21, , 12, 17, 1, 4
2022/5/22, , 16, 14, 2, 4
2022/5/23, , 33, 27, 2, 8
2022/5/24, , 32, 27, 2, 7
2022/5/25, , 28, 30, 2, 6
2022/5/26, , 19, 28, 2, 8
2022/5/27, , 18, 15, 1, 3
2022/5/28, , 16, 15, 1, 4
2022/5/29, , 28, 22, 1, 6
2022/5/30, , 11, 19, 1, 4
2022/5/31, , 9, 16, 2, 3
2022/6/1, , 12, 16, 2, 4
2022/6/2, , 11, 20, 2, 5
2022/6/3, , 10, 14, 2, 4
2022/6/4, , 6, 21, 2, 5
2022/6/5, , 10, 24, 1, 6
2022/6/6, , 13, 22, 2, 5
2022/6/7, , 17, 26, 2, 6
2022/6/8, , 17, 30, 1, 5
2022/6/9, , 22, 32, 1, 4
2022/6/10, , 21, 30, 1, 6
2022/6/11, , 20, 24, 1, 5
2022/6/12, , 20, 19, 2, 5
2022/6/13, , 12, 17, 2, 5
2022/6/14, , 13, 22, 2, 5
2022/6/15, , 13, 24, 2, 6
2022/6/16, , 16, 30, 2, 7
2022/6/17, , 14, 32, 2, 5
2022/6/18, , 16, 18, 1, 3
2022/6/19, , 16, 31, 2, 6
2022/6/20, , 23, 16, 1, 4
2022/6/21, , 16, 19, 2, 4
2022/6/22, , 18, 17, 1, 5
2022/6/23, , 13, 18, 1, 5
2022/6/24, , 16, 15, 1, 5
2022/6/25, , 14, 19, 1, 4
2022/6/26, , 14, 28, 2, 5
2022/6/27, , 13, 17, 2, 3
2022/6/28, , 22, 21, 1, 4
2022/6/29, , 25, 22, 1, 5
2022/6/30, , 16, 18, 2, 4
2021/10/11, , 36, , 1, 5
2021/10/12, , 37, , 1, 10
2021/10/13, , 60, , 2, 10
2021/10/14, , 67, , 2, 13
2021/10/15, , 49, , 2, 9
2021/10/16, , 35, , 2, 8
2021/10/17, , 48, , 2, 11
2021/10/18, , 63, 12, 2, 13
2021/10/19, , 42, 36, 2, 13
2021/10/20, , 52, 10, 2, 8
2021/10/21, , 27, 14, 1, 3
2021/10/22, , 26, 14, 1, 6
2021/10/23, , 54, 27, 1, 11
2021/10/24, , 61, 28, 1, 9
2021/10/25, , 33, 36, 1, 11
2021/10/26, , 28, 28, 1, 7
2021/10/27, , 44, 37, 1, 12
2021/10/28, , 43, 28, 1, 8
2021/10/29, , 26, 16, 1, 5
2021/10/30, , 43, 28, 1, 8
2021/10/31, , 53, 31, 1, 9
2021/11/1, , 40, 41, 1, 11
2021/11/2, , 22, 27, 1, 5
2021/11/3, , 17, 12, 1, 4
2021/7/1, , 29, 26, 1, 7
2021/7/2, , 23, 23, 1, 4
2021/7/3, , 8, 17, 1, 3
2021/7/4, , 8, 17, 1, 3
2021/7/5, , 23, 21, 1, 5
2021/7/6, , 22, 23, 1, 4
2021/7/7, , 30, 22, 1, 4
2021/8/2, , 14, 27, 2, 3
2021/8/21, , 20, 16, 1, 5
2021/8/22, , 18, 17, 2, 5
2021/9/4, , 25, 26, 2, 5
2021/9/5, , 18, 33, 3, 5
2021/9/6, , 30, 46, 2, 7
2021/9/7, , 33, 46, 2, 6
2021/9/9, , 22, 19, 1, 2
2021/6/6, , 20, 19, 1, 4
2021/6/23, , 16, 16, 2, 3
2021/6/24, , 25, 13, 1, 3
2021/6/25, , 22, 16, 1, 3
2021/6/26, , 7, 14, 1, 4
2021/6/27, , 17, 24, 2, 5
2021/6/28, , 13, 20, 1, 4
2021/6/29, , 28, 26, 1, 5
2021/6/30, , 31, 26, 2, 4
2023/9/26, , , 13, 1, 8
2021/9/8, , , 35, 2, 5
