date,9,temp,wind_speed,humidity,pressure
2019-03-20,84.0,4.7,9.0,58.38,912.74
2019-03-21,69.0,6.3,9.5,50.58,914.06
2019-03-22,78.0,10.1,9.3,43.46,914.6
2019-03-23,78.0,10.4,8.1,47.75,911.09
2019-03-24,43.0,6.8,10.5,70.12,915.15
2019-03-25,26.0,9.3,10.4,59.62,915.9
2019-03-26,26.0,12.3,15.0,37.25,914.33
2019-03-27,40.0,13.1,10.7,29.54,910.96
2019-03-28,40.0,13.0,7.0,57.25,911.51
2019-03-29,25.0,13.3,13.1,68.58,909.38
2019-03-30,16.0,8.0,21.6,79.29,916.5
2019-03-31,37.0,10.5,9.2,64.12,915.55
2019-04-01,30.0,10.6,23.1,52.38,914.19
2019-04-02,34.0,7.0,15.3,73.88,916.24
2019-04-03,35.0,10.8,9.8,68.08,913.74
2019-04-04,27.0,12.5,12.0,61.62,915.55
2019-04-05,23.0,14.0,10.5,61.62,914.18
2019-04-06,10.0,8.5,12.6,91.12,918.65
2019-04-07,34.0,7.9,10.2,69.17,917.46
2019-04-08,52.0,9.4,9.7,59.88,912.88
2019-04-09,42.0,13.9,9.5,49.67,906.23
2019-04-10,34.0,11.4,9.0,77.79,910.68
2019-04-11,47.0,10.8,10.3,83.83,912.8
2019-04-12,31.0,11.2,9.4,72.33,913.84
2019-04-13,19.0,14.5,6.6,50.75,913.16
2019-04-14,29.0,16.2,10.3,50.75,911.89
2019-04-15,15.0,17.5,11.3,44.46,905.46
2019-04-16,18.0,12.2,7.3,84.96,907.94
2019-04-17,8.0,11.4,5.4,77.88,909.65
2019-04-18,11.0,14.2,10.2,49.62,910.88
2019-04-19,30.0,13.5,19.6,63.46,909.29
2019-04-20,37.0,11.5,10.9,80.83,909.06
2019-04-21,29.0,11.9,14.3,77.38,908.42
2019-04-22,19.0,9.5,7.9,85.12,913.01
2019-04-23,16.0,10.6,10.8,80.12,910.48
2019-04-24,22.0,11.0,13.6,83.04,906.92
2019-04-25,6.0,8.8,17.5,70.96,917.64
2019-04-26,22.0,7.8,6.1,78.25,917.92
2019-04-27,20.0,10.0,9.9,61.92,918.96
2019-04-28,27.0,12.2,10.2,52.29,917.39
2019-04-29,19.0,14.0,9.2,50.5,911.15
2019-04-30,15.0,12.2,9.8,65.75,909.29
2019-05-01,17.0,13.7,8.5,53.62,912.39
2019-05-02,12.0,11.8,9.4,66.58,912.81
2019-05-03,12.0,7.5,13.0,79.58,916.74
2019-05-04,25.0,6.0,10.5,76.58,920.69
2019-05-05,17.0,8.7,10.0,53.08,923.78
2019-05-06,19.0,11.6,8.7,46.38,919.47
2019-05-07,9.0,13.3,8.4,41.12,915.93
2019-05-08,12.0,13.9,9.1,42.5,914.02
2019-05-09,12.0,14.9,10.5,38.83,912.2
2019-05-10,13.0,17.4,6.6,37.46,910.86
2019-05-11,22.0,17.3,7.9,45.83,911.31
2019-05-12,18.0,17.5,14.7,42.21,911.65
2019-05-13,9.0,16.6,11.1,42.21,912.51
2019-05-14,14.0,16.8,10.0,44.71,913.75
2019-05-15,11.0,17.7,14.8,42.88,910.46
2019-05-16,52.0,11.4,10.8,56.62,911.42
2019-05-17,17.0,11.1,8.0,40.21,912.65
2019-05-18,18.0,14.8,9.1,49.71,908.37
2019-05-19,14.0,17.7,7.1,53.25,911.38
2019-05-20,11.0,18.8,10.3,53.33,911.53
2019-05-21,9.0,20.1,11.3,49.5,908.2
2019-05-22,12.0,15.6,20.2,69.92,910.26
2019-05-23,14.0,14.4,9.8,55.75,913.28
2019-05-24,25.0,14.9,8.4,55.29,909.11
2019-05-25,19.0,15.0,9.0,68.0,911.25
2019-05-26,9.0,16.7,10.7,50.96,915.86
2019-05-27,7.0,16.7,14.5,52.33,917.99
2019-05-28,9.0,17.3,6.3,41.0,917.44
2019-05-29,7.0,20.1,7.6,30.92,913.4
2019-05-30,3.0,21.5,11.0,34.79,909.69
2019-05-31,4.0,23.0,11.0,32.62,911.28
2019-06-01,9.0,22.3,13.1,40.04,909.5
2019-06-02,13.0,18.6,11.0,66.0,911.81
2019-06-03,8.0,18.2,11.4,65.17,911.59
2019-06-04,7.0,19.1,9.7,56.96,911.08
2019-06-05,4.0,20.6,13.0,52.25,910.25
2019-06-06,4.0,19.1,16.6,59.79,909.16
2019-06-07,12.0,20.2,11.2,48.75,911.35
2019-06-08,9.0,17.6,15.1,58.46,909.56
2019-06-09,11.0,16.1,16.8,62.08,909.9
2019-06-10,5.0,15.8,19.4,63.21,911.59
2019-06-11,6.0,14.4,9.7,66.33,914.31
2019-06-12,7.0,16.0,14.8,59.71,913.48
2019-06-13,8.0,19.4,14.3,50.46,910.57
2019-06-14,9.0,19.9,16.7,46.58,906.12
2019-06-15,5.0,20.7,15.3,50.12,906.32
2019-06-16,15.0,18.4,13.0,61.0,908.6
2019-06-17,12.0,21.2,11.6,45.46,908.18
2019-06-18,7.0,21.2,20.5,45.54,907.28
2019-06-19,10.0,20.1,13.1,49.21,908.93
2019-06-20,6.0,21.1,7.7,48.58,909.96
2019-06-21,8.0,22.2,10.7,42.0,907.89
2019-06-22,8.0,21.8,10.5,44.0,907.97
2019-06-23,6.0,22.5,16.5,37.71,911.74
2019-06-24,7.0,22.2,10.2,38.29,912.92
2019-06-25,7.0,22.5,8.3,37.29,912.37
2019-06-26,8.0,23.7,10.2,33.54,908.98
2019-06-27,8.0,24.4,12.8,32.17,905.7
2019-06-28,7.0,25.0,13.9,28.38,904.65
2019-06-29,11.0,25.3,13.7,31.83,905.1
2019-06-30,8.0,25.9,16.0,32.96,905.22
2019-07-01,10.0,24.6,8.3,36.92,907.33
2019-07-02,11.0,26.8,7.7,37.12,906.88
2019-07-03,20.0,21.3,18.7,60.21,912.39
2019-07-04,14.0,21.1,7.3,59.71,912.75
2019-07-05,12.0,23.6,9.1,39.33,908.36
2019-07-06,12.0,24.1,18.7,40.88,904.96
2019-07-07,8.0,25.6,10.0,38.92,905.7
2019-07-08,10.0,26.0,10.0,33.46,905.75
2019-07-09,9.0,25.6,15.0,35.17,904.4
2019-07-10,8.0,25.1,12.5,39.42,907.54
2019-07-11,17.0,25.4,8.7,36.88,906.97
2019-07-12,18.0,26.5,7.9,34.79,904.55
2019-07-13,24.0,27.3,14.2,35.5,903.3
2019-07-14,11.0,27.2,18.9,31.12,903.39
2019-07-15,16.0,25.6,13.0,34.08,903.99
2019-07-16,25.0,26.9,7.9,30.92,904.59
2019-07-17,28.0,28.1,15.9,29.83,906.08
2019-07-18,15.0,28.3,10.9,26.75,906.11
2019-07-19,13.0,28.6,8.9,22.96,906.13
2019-07-20,16.0,28.9,14.9,24.0,906.1
2019-07-21,16.0,27.7,16.2,27.08,908.73
2019-07-22,12.0,28.3,22.8,26.0,907.39
2019-07-23,49.0,27.9,13.4,28.33,908.25
2019-07-24,27.0,27.2,20.8,30.04,907.32
2019-07-25,14.0,24.7,13.7,33.08,906.71
2019-07-26,22.0,24.5,16.9,28.67,904.71
2019-07-27,54.0,23.2,7.9,38.5,905.42
2019-07-28,50.0,26.1,10.6,31.08,905.03
2019-07-29,36.0,29.5,9.8,29.04,905.6
2019-07-30,21.0,26.9,18.7,37.62,909.37
2019-07-31,15.0,26.6,23.4,37.62,906.68
2019-08-01,14.0,28.6,17.4,26.54,903.17
2019-08-02,13.0,29.0,20.2,23.88,904.38
2019-08-03,17.0,28.0,15.4,30.25,905.69
2019-08-04,20.0,26.5,22.2,39.42,906.84
2019-08-05,13.0,27.6,10.2,31.83,906.8
2019-08-06,17.0,28.8,10.4,29.38,906.48
2019-08-07,14.0,28.4,8.4,27.08,908.84
2019-08-08,20.0,29.7,7.5,24.5,906.38
2019-08-09,20.0,27.7,16.6,28.08,908.48
2019-08-10,12.0,23.9,7.6,26.54,913.28
2019-08-11,18.0,24.6,6.5,28.58,907.35
2019-08-12,20.0,27.8,8.1,26.33,905.4
2019-08-13,18.0,28.4,14.0,24.83,906.75
2019-08-14,16.0,23.4,12.2,41.33,909.02
2019-08-15,5.0,19.6,13.0,52.21,911.48
2019-08-16,18.0,19.3,8.4,52.62,910.21
2019-08-17,12.0,15.6,9.6,74.38,911.38
2019-08-18,10.0,18.2,7.4,46.42,912.58
2019-08-19,14.0,19.5,7.3,42.12,915.89
2019-08-20,10.0,20.1,10.4,41.42,915.57
2019-08-21,14.0,21.5,10.4,35.29,911.62
2019-08-22,9.0,24.0,16.6,30.79,908.83
2019-08-23,17.0,20.6,7.4,49.38,911.93
2019-08-24,17.0,20.0,9.5,48.96,914.69
2019-08-25,22.0,21.7,7.7,38.88,913.71
2019-08-26,21.0,23.4,8.7,35.71,909.76
2019-08-27,13.0,25.6,8.6,29.83,910.18
2019-08-28,16.0,25.3,8.4,31.08,909.93
2019-08-29,16.0,26.3,7.4,28.42,908.63
2019-08-30,11.0,22.9,10.2,35.42,911.0
2019-08-31,9.0,21.1,12.1,41.42,909.73
2019-09-01,7.0,18.4,13.0,31.29,910.41
2019-09-02,9.0,18.6,11.5,41.25,911.72
2019-09-03,11.0,19.9,6.9,47.33,909.65
2019-09-04,9.0,18.5,7.7,43.83,908.82
2019-09-05,9.0,20.2,15.4,37.29,909.3
2019-09-06,5.0,14.9,14.5,60.29,912.63
2019-09-07,21.0,15.4,8.1,53.79,912.0
2019-09-08,28.0,15.9,7.1,50.54,910.52
2019-09-09,22.0,11.8,15.3,74.62,912.14
2019-09-10,2.0,11.1,13.1,75.08,917.81
2019-09-11,7.0,13.0,9.5,47.29,919.98
2019-09-12,15.0,15.2,9.0,41.79,919.29
2019-09-13,18.0,16.3,6.8,42.62,916.44
2019-09-14,31.0,17.9,7.6,34.71,915.01
2019-09-15,13.0,17.5,17.4,43.42,914.17
2019-09-16,6.0,15.6,11.5,56.17,916.69
2019-09-17,8.0,16.5,9.2,38.38,919.27
2019-09-18,17.0,17.4,11.8,32.42,913.94
2019-09-19,12.0,21.3,12.3,29.88,914.83
2019-09-20,10.0,21.8,17.1,32.92,914.87
2019-09-21,31.0,20.8,6.1,34.92,912.5
2019-09-22,10.0,22.2,8.2,25.83,908.45
2019-09-23,6.0,17.8,21.9,43.71,916.76
2019-09-24,15.0,16.3,11.2,52.38,914.78
2019-09-25,24.0,18.2,9.0,47.0,914.9
2019-09-26,19.0,20.4,11.9,44.54,913.79
2019-09-27,17.0,21.6,20.3,38.58,910.02
2019-09-28,18.0,20.2,13.6,41.5,910.41
2019-09-29,29.0,17.6,14.2,53.62,907.15
2019-09-30,31.0,9.6,12.2,80.58,914.09
2019-10-01,47.0,8.3,5.9,83.96,914.92
2019-10-02,26.0,8.4,7.7,58.0,916.51
2019-10-03,34.0,12.4,7.2,49.58,916.82
2019-10-04,40.0,12.5,6.5,60.25,915.62
2019-10-05,30.0,14.3,8.9,55.83,914.02
2019-10-06,41.0,16.1,9.9,50.54,912.16
2019-10-07,30.0,15.6,7.9,47.25,911.28
2019-10-08,23.0,16.6,12.6,50.08,915.34
2019-10-09,13.0,13.5,6.5,68.83,918.76
2019-10-10,14.0,14.8,10.6,41.83,915.82
2019-10-11,11.0,13.2,19.6,42.96,915.81
2019-10-12,26.0,7.3,14.8,75.33,918.89
2019-10-13,33.0,10.3,10.6,45.83,918.33
2019-10-14,9.0,13.8,14.0,33.42,918.39
2019-10-15,11.0,9.4,18.4,61.0,923.38
2019-10-16,25.0,12.1,6.6,44.71,917.44
2019-10-17,11.0,13.9,18.4,46.12,916.88
2019-10-18,23.0,6.5,12.8,75.29,922.48
2019-10-19,36.0,8.5,10.2,55.38,917.3
2019-10-20,13.0,12.3,9.2,36.83,913.82
2019-10-21,28.0,5.2,8.9,67.46,918.09
2019-10-22,47.0,2.9,10.0,57.21,919.82
2019-10-23,31.0,6.6,7.6,46.42,918.18
2019-10-24,21.0,8.6,7.3,29.46,917.57
2019-10-25,36.0,9.2,7.7,40.58,919.54
2019-10-26,36.0,10.5,6.6,37.79,918.61
2019-10-27,50.0,10.3,7.0,38.04,915.93
2019-10-28,24.0,11.4,13.8,45.08,917.57
2019-10-29,43.0,10.1,8.4,51.54,917.32
2019-10-30,37.0,12.1,7.5,44.88,910.87
2019-10-31,31.0,14.2,8.7,42.17,912.33
2019-11-01,41.0,12.6,10.3,44.88,913.32
2019-11-02,53.0,8.5,8.8,83.29,917.02
2019-11-03,46.0,7.7,10.6,84.21,915.45
2019-11-04,15.0,7.7,20.8,60.12,915.58
2019-11-05,16.0,-0.1,14.5,82.17,921.81
2019-11-06,46.0,-1.0,6.5,83.33,922.22
2019-11-07,43.0,-1.0,7.7,81.04,923.33
2019-11-08,70.0,1.8,8.4,68.58,922.18
2019-11-09,43.0,5.3,9.7,60.62,920.56
2019-11-10,28.0,6.3,21.5,54.17,916.72
2019-11-11,31.0,1.0,10.5,87.71,928.16
2019-11-12,52.0,0.6,17.4,81.58,924.37
2019-11-13,41.0,1.9,18.2,56.88,916.38
2019-11-14,18.0,6.9,9.4,29.38,915.29
2019-11-15,40.0,3.2,9.6,51.38,918.95
2019-11-16,69.0,-3.5,14.1,65.5,925.28
2019-11-17,71.0,-0.0,17.3,50.25,923.12
2019-11-18,35.0,4.4,8.2,27.5,921.52
2019-11-19,33.0,5.6,6.8,31.88,915.3
2019-11-20,60.0,0.6,8.9,68.08,912.99
2019-11-21,58.0,-5.7,11.1,83.96,917.68
2019-11-22,65.0,-6.9,21.3,52.67,921.25
2019-11-23,80.5,-4.4,16.2,59.0,921.57
2019-11-24,96.0,-2.6,8.8,80.17,920.43
2019-11-25,69.0,-3.8,7.4,93.5,922.94
2019-11-26,55.0,-6.4,11.7,93.42,922.24
2019-11-27,78.0,-7.0,16.2,87.04,922.11
2019-11-28,80.0,-7.2,10.8,88.21,923.9
2019-11-29,76.0,-7.6,11.3,87.83,925.82
2019-11-30,101.0,-9.2,14.3,73.88,922.5
2019-12-01,87.0,-5.8,15.6,41.58,915.55
2019-12-02,25.0,1.0,8.6,37.58,915.73
2019-12-03,69.0,1.7,7.9,63.0,916.17
2019-12-04,32.0,3.5,11.8,36.75,913.8
2019-12-05,13.0,6.4,7.6,22.08,913.36
2019-12-06,19.0,3.1,9.4,66.67,923.1
2019-12-07,46.0,-0.2,10.2,85.04,925.95
2019-12-08,53.0,0.5,9.3,66.75,920.86
2019-12-09,123.0,-0.9,16.1,59.96,912.78
2019-12-10,48.0,0.6,11.2,55.33,912.76
2019-12-11,33.0,1.6,7.6,51.58,912.77
2019-12-12,71.0,0.4,10.5,58.0,909.85
2019-12-13,58.0,0.5,9.8,64.38,910.03
2019-12-14,60.0,-1.4,7.7,95.21,915.23
2019-12-15,44.0,-4.6,7.0,86.62,923.64
2019-12-16,79.0,-6.5,11.8,85.38,922.78
2019-12-17,89.0,-5.4,13.9,72.71,921.86
2019-12-18,31.0,-1.6,10.0,33.21,916.91
2019-12-19,56.0,-1.8,8.0,90.42,916.11
2019-12-20,30.0,-0.9,10.0,85.83,912.93
2019-12-21,42.0,-3.4,13.8,83.38,906.59
2019-12-22,16.0,-5.3,16.6,67.33,916.1
2019-12-23,51.0,-8.0,9.7,75.62,918.7
2019-12-24,28.0,-9.9,11.8,72.21,922.16
2019-12-25,65.0,-9.6,15.0,60.71,920.24
2019-12-26,32.0,-4.0,11.2,40.54,916.18
2019-12-27,9.0,-1.4,12.0,30.46,907.23
2019-12-28,16.0,1.8,10.7,47.33,907.39
2019-12-29,61.0,2.8,8.6,48.25,910.88
2019-12-30,69.0,1.2,6.7,83.5,915.36
2019-12-31,96.0,-1.8,7.5,95.38,916.04
2020-01-01,108.0,-2.9,10.2,92.29,915.48
2020-01-02,62.0,-4.4,15.5,79.79,912.18
2020-01-03,38.0,-3.3,11.9,64.0,913.97
2020-01-04,70.0,-2.2,8.2,72.17,915.93
2020-01-05,98.0,-4.2,6.7,60.08,911.71
2020-01-06,72.0,-6.6,10.9,67.88,909.04
2020-01-07,65.0,-4.5,9.6,82.62,916.98
2020-01-08,90.0,-5.6,5.6,94.54,919.45
2020-01-09,70.0,-6.8,6.9,90.92,918.28
2020-01-10,98.0,-7.7,16.5,87.42,914.12
2020-01-11,17.0,-3.2,11.8,59.29,910.91
2020-01-12,21.0,-3.9,10.5,69.25,906.9
2020-01-13,53.0,-4.1,10.2,82.92,910.0
2020-01-14,70.0,-5.3,7.3,92.33,917.17
2020-01-15,70.0,-5.5,9.0,81.04,919.41
2020-01-16,45.0,-4.5,8.9,85.29,924.84
2020-01-17,66.0,-6.8,6.1,71.0,926.24
2020-01-18,57.0,-9.1,16.9,59.67,918.44
2020-01-19,42.0,-6.1,12.9,53.54,910.64
2020-01-20,31.0,-2.3,8.5,55.29,915.28
2020-01-21,38.0,-5.0,5.9,76.04,914.58
2020-01-22,105.0,-4.4,9.4,70.62,916.82
2020-01-23,93.0,-3.5,10.6,75.88,916.0
2020-01-24,67.0,-0.2,16.0,44.62,905.31
2020-01-25,66.0,0.8,13.4,72.88,912.25
2020-01-26,55.0,-3.9,10.6,96.46,914.91
2020-01-27,109.0,-4.2,10.7,80.42,911.68
2020-01-28,23.0,-3.8,8.6,72.71,918.38
2020-01-29,70.0,-6.4,10.2,80.67,920.44
2020-01-30,100.0,-7.2,12.3,88.17,917.76
2020-01-31,114.0,-7.0,16.2,80.71,913.6
2020-02-01,28.0,-4.6,14.8,51.88,910.75
2020-02-02,68.0,0.5,6.5,31.0,909.12
2020-02-03,78.0,1.5,12.0,36.79,907.64
2020-02-04,42.0,-0.6,12.3,74.12,913.84
2020-02-05,36.0,-0.9,10.5,83.75,910.75
2020-02-06,37.0,1.8,10.2,48.92,915.26
2020-02-07,58.0,1.6,6.3,51.83,915.95
2020-02-08,40.0,3.7,8.3,32.79,909.78
2020-02-09,21.0,5.5,15.5,28.62,902.49
2020-02-10,33.0,5.0,10.1,78.29,908.21
2020-02-11,42.0,-4.1,16.2,90.83,914.07
2020-02-12,95.0,-1.8,20.8,67.83,907.91
2020-02-13,24.0,-1.2,12.3,86.5,916.69
2020-02-14,53.0,-3.1,11.0,91.33,922.07
2020-02-15,58.0,-0.5,12.7,67.29,912.46
2020-02-16,22.0,-1.5,19.0,75.17,927.26
2020-02-17,28.0,-3.2,10.2,71.96,922.77
2020-02-18,48.0,-4.1,5.8,77.42,922.87
2020-02-19,47.0,-6.9,13.8,89.88,928.32
2020-02-20,64.0,-4.7,21.6,72.25,917.04
2020-02-21,53.0,1.7,17.1,50.5,906.88
2020-02-22,20.0,6.7,12.2,40.08,913.05
2020-02-23,45.0,0.2,10.5,90.67,917.72
2020-02-24,67.0,2.5,6.1,75.62,914.18
2020-02-25,40.0,4.7,9.1,68.54,914.32
2020-02-26,33.0,6.1,14.9,48.04,908.18
2020-02-27,26.0,2.5,12.8,82.38,915.54
2020-02-28,29.0,-1.3,11.3,84.96,920.88
2020-02-29,44.0,1.4,16.0,70.33,915.23
2020-03-01,60.0,5.9,10.7,41.17,910.97
2020-03-02,24.0,9.0,7.6,32.33,910.53
2020-03-03,35.0,5.5,13.3,62.83,913.23
2020-03-04,60.0,0.6,9.4,77.62,915.67
2020-03-05,51.0,3.6,12.4,65.0,908.8
2020-03-06,24.0,2.1,8.8,86.67,914.52
2020-03-07,35.0,-5.8,11.0,80.67,924.05
2020-03-08,54.0,-10.5,18.8,63.38,926.47
2020-03-09,59.0,-2.1,18.4,47.79,919.78
2020-03-10,46.5,-0.1,8.9,47.88,918.02
2020-03-11,34.0,1.4,7.5,42.83,918.29
2020-03-12,50.0,2.7,12.7,51.0,915.1
2020-03-13,44.0,4.9,9.5,50.38,916.33
2020-03-14,40.0,9.5,5.4,31.12,915.59
2020-03-15,44.0,9.7,12.2,33.88,913.71
2020-03-16,29.0,10.1,7.2,30.04,912.23
2020-03-17,17.0,13.4,9.2,25.88,914.16
2020-03-18,33.0,12.0,8.7,65.62,919.16
2020-03-19,39.0,10.2,10.8,75.42,913.69
2020-03-20,47.0,7.9,10.6,75.25,910.07
2020-03-21,27.0,11.4,18.7,58.54,907.72
2020-03-22,19.0,8.5,10.2,71.96,917.38
2020-03-23,38.0,2.2,11.6,90.42,918.24
2020-03-24,24.0,1.4,10.9,63.88,916.03
2020-03-25,44.0,-3.1,14.0,62.21,919.46
2020-03-26,43.0,-1.1,12.1,57.42,918.65
2020-03-27,55.0,5.5,9.8,53.17,915.88
2020-03-28,40.0,8.5,12.1,50.0,914.31
2020-03-29,54.0,5.6,9.4,53.5,917.0
2020-03-30,48.0,6.7,10.3,47.71,912.3
2020-03-31,43.0,10.4,10.9,46.12,905.28
2020-04-01,38.0,10.8,9.8,59.54,907.78
2020-04-02,13.0,8.7,7.6,84.79,915.61
2020-04-03,35.0,9.5,8.9,78.46,916.66
2020-04-04,21.0,12.8,9.8,45.29,915.32
2020-04-05,15.0,13.7,8.6,39.12,913.4
2020-04-06,26.0,10.7,10.9,62.67,914.02
2020-04-07,27.0,14.5,9.7,59.92,911.73
2020-04-08,24.0,5.2,15.2,87.79,914.17
2020-04-09,7.0,0.3,12.4,90.71,922.34
2020-04-10,26.0,-0.6,16.5,75.38,921.03
2020-04-11,41.0,6.9,17.3,60.67,913.32
2020-04-12,21.0,14.3,11.3,55.17,911.02
2020-04-13,21.0,11.6,10.5,82.54,911.82
2020-04-14,21.0,10.3,9.5,82.83,914.51
2020-04-15,5.0,6.7,15.6,89.83,919.37
2020-04-16,26.0,6.8,9.8,76.38,917.22
2020-04-17,40.0,9.2,7.6,72.04,912.44
2020-04-18,13.0,12.6,7.9,45.5,914.75
2020-04-19,18.0,14.6,8.4,42.75,915.45
2020-04-20,15.0,15.4,7.9,42.71,913.62
2020-04-21,20.0,15.9,10.8,42.67,912.1
2020-04-22,11.0,16.3,11.1,43.29,911.35
2020-04-23,8.0,16.9,9.3,40.62,911.45
2020-04-24,8.0,19.1,15.7,37.96,906.86
2020-04-25,16.0,19.7,14.8,44.46,912.33
2020-04-26,27.0,17.7,8.3,61.33,913.57
2020-04-27,23.0,20.6,17.3,44.62,909.35
2020-04-28,8.0,21.5,21.0,43.0,906.93
2020-04-29,10.0,16.6,11.5,64.12,914.33
2020-04-30,7.0,13.8,13.5,71.46,916.76
2020-05-01,8.0,15.9,11.7,54.42,914.92
2020-05-02,17.0,15.1,7.4,65.54,909.02
2020-05-03,10.0,17.2,14.6,57.58,909.4
2020-05-04,4.0,16.9,9.3,54.62,912.62
2020-05-05,14.0,14.5,13.0,50.71,915.14
2020-05-06,13.0,11.5,6.6,44.96,917.74
2020-05-07,15.0,14.6,8.9,47.67,910.89
2020-05-08,8.0,18.2,8.4,47.21,906.3
2020-05-09,13.0,17.8,16.3,55.33,909.78
2020-05-10,11.0,16.0,9.0,71.42,915.0
2020-05-11,6.0,17.2,8.6,55.04,911.61
2020-05-12,9.0,18.6,7.3,47.25,910.1
2020-05-13,10.0,18.9,8.2,54.75,907.1
2020-05-14,15.0,18.3,25.2,64.08,908.87
2020-05-15,10.0,13.3,8.9,69.5,916.45
2020-05-16,23.0,14.4,8.0,66.88,912.85
2020-05-17,19.0,15.4,6.6,65.0,912.25
2020-05-18,21.0,17.7,5.8,56.58,909.94
2020-05-19,6.0,12.3,9.4,82.75,914.55
2020-05-20,9.0,14.3,8.9,66.5,916.22
2020-05-21,7.0,16.8,12.7,57.38,917.41
2020-05-22,8.0,18.5,7.1,51.67,918.39
2020-05-23,8.0,19.7,8.7,46.12,917.64
2020-05-24,8.0,20.0,7.1,46.25,917.03
2020-05-25,8.0,20.6,9.2,53.25,917.39
2020-05-26,13.0,22.1,9.3,50.42,913.48
2020-05-27,6.0,23.2,13.0,39.17,912.73
2020-05-28,9.0,18.8,8.7,50.92,912.44
2020-05-29,5.0,19.2,8.2,45.21,910.04
2020-05-30,6.0,20.1,9.2,39.96,910.77
2020-05-31,6.0,21.2,9.2,37.54,911.58
2020-06-01,8.0,22.7,18.8,34.92,909.48
2020-06-02,4.0,23.9,15.6,35.04,909.24
2020-06-03,5.0,24.5,16.7,32.62,909.2
2020-06-04,6.0,25.0,17.7,29.62,906.32
2020-06-05,16.0,19.9,25.7,56.71,909.71
2020-06-06,14.0,16.2,5.2,37.12,913.97
2020-06-07,10.0,16.8,8.5,35.42,912.68
2020-06-08,9.0,16.9,9.4,49.46,909.98
2020-06-09,4.0,16.9,15.0,59.96,912.89
2020-06-10,5.0,17.8,17.0,49.25,912.98
2020-06-11,6.0,16.4,14.5,59.33,912.65
2020-06-12,7.0,18.3,11.0,38.21,909.62
2020-06-13,7.0,19.8,10.0,36.58,907.74
2020-06-14,8.0,22.0,11.3,34.83,908.7
2020-06-15,6.0,23.4,11.1,33.88,908.28
2020-06-16,5.0,24.3,16.5,30.46,905.86
2020-06-17,6.0,20.1,10.5,39.25,907.09
2020-06-18,7.0,19.1,9.8,38.5,909.42
2020-06-19,7.0,20.9,13.8,34.12,908.62
2020-06-20,10.0,18.7,21.5,41.71,910.32
2020-06-21,8.0,19.4,10.2,31.0,910.08
2020-06-22,13.0,23.0,6.4,35.92,903.34
2020-06-23,11.666666666666666,24.8,16.2,33.29,904.49
2020-06-24,10.333333333333334,25.3,22.8,23.92,909.58
2020-06-25,9.0,22.1,7.4,34.12,909.23
2020-06-26,7.0,24.6,14.5,29.04,903.46
2020-06-27,6.0,18.1,16.8,54.88,906.77
2020-06-28,10.0,14.4,9.6,57.5,913.58
2020-06-29,5.0,17.2,12.5,50.58,912.05
2020-06-30,20.0,19.5,6.5,54.67,906.2
2020-07-01,5.0,22.4,14.4,44.08,906.63
2020-07-02,10.0,23.1,17.7,40.0,906.82
2020-07-03,5.0,19.6,9.5,45.96,912.46
2020-07-04,10.0,17.8,13.2,60.08,910.02
2020-07-05,10.0,19.6,15.5,50.83,906.97
2020-07-06,10.0,18.2,8.9,59.33,907.38
2020-07-07,6.0,20.9,8.9,47.75,908.43
2020-07-08,10.0,24.0,8.4,44.54,908.24
2020-07-09,11.0,22.0,8.9,51.12,906.23
2020-07-10,11.0,22.0,13.0,45.96,905.85
2020-07-11,7.0,22.9,10.5,42.04,906.86
2020-07-12,11.0,22.2,8.6,45.42,908.54
2020-07-13,14.0,21.9,6.5,40.83,907.93
2020-07-14,12.0,23.1,9.4,38.88,907.92
2020-07-15,10.0,22.2,9.0,41.33,909.09
2020-07-16,9.0,25.4,8.0,36.75,906.31
2020-07-17,7.0,27.1,16.2,31.96,904.66
2020-07-18,7.0,28.3,13.6,28.29,906.79
2020-07-19,6.0,26.9,20.9,29.88,907.7
2020-07-20,7.0,26.8,17.0,26.17,903.08
2020-07-21,6.0,25.4,18.9,31.0,903.92
2020-07-22,5.0,24.9,23.1,31.38,906.72
2020-07-23,11.0,26.1,16.9,28.12,906.44
2020-07-24,9.0,24.5,17.7,40.08,908.92
2020-07-25,8.0,25.2,9.5,46.38,912.29
2020-07-26,11.0,26.0,14.9,37.46,910.58
2020-07-27,7.0,21.2,14.7,55.92,910.87
2020-07-28,5.0,23.1,10.1,36.33,907.93
2020-07-29,3.0,22.2,16.5,44.21,909.35
2020-07-30,6.0,21.9,11.2,40.62,911.63
2020-07-31,11.0,21.5,9.3,47.38,908.48
2020-08-01,12.0,23.4,9.9,49.12,908.09
2020-08-02,11.0,23.3,10.7,46.17,907.92
2020-08-03,8.0,21.7,12.2,54.54,906.21
2020-08-04,9.0,23.8,17.2,40.42,904.0
2020-08-05,7.0,25.5,12.1,35.04,906.05
2020-08-06,5.0,26.6,9.0,35.62,908.92
2020-08-07,16.0,26.0,8.6,37.46,908.64
2020-08-08,16.0,27.0,10.2,34.5,906.03
2020-08-09,13.0,24.0,17.0,45.88,905.65
2020-08-10,6.0,25.3,10.2,34.17,906.05
2020-08-11,6.0,25.3,17.8,33.21,905.99
2020-08-12,9.0,23.9,12.1,38.67,907.0
2020-08-13,4.0,21.3,20.9,38.71,908.28
2020-08-14,6.0,20.8,6.4,42.04,907.89
