iter	Passed	Remaining
1418	7193	2945
1419	7209	2944
1420	7215	2939
1421	7217	2933
1422	7224	2929
1423	7229	2924
1424	7231	2917
1425	7241	2914
1426	7242	2908
1427	7243	2901
1428	7248	2896
1429	7250	2890
1430	7258	2886
1431	7261	2880
1432	7267	2875
1433	7269	2869
1434	7271	2862
1435	7282	2860
1436	7286	2854
1437	7289	2848
1438	7291	2842
1439	7294	2836
1440	7298	2831
1441	7304	2826
1442	7306	21430	7307	2905
1431	7316	2902
1432	7318	2895
1433	7327	2892
1434	7331	2886
1435	7342	2884
1436	7350	2879
1437	7354	2874
1438	7364	2870
1439	7372	2867
1440	7375	2861
1441	7378	2855
1442	7380	2848
1443	7383	2843
1444	7385	2836
1445	7397	2834
1446	7407	2830
1447	7415	2826
1448	7420	2821
1449	7422	2815
1450	7423	2808
14511464	7436	2715
1465	7446	2712
1466	7454	2708
1467	7457	2702
1468	7459	2696
1469	7461	2690
1470	7464	2684
1471	7466	2678
1472	7468	2672
1473	7473	2666
1474	7475	214621475	7477	214631476	7486	2651
1477	7488	2644
1478	7491	2639
1479	7496	2634
1480	7505	2630
1481	7510	2625
1482	7516	2620
1483	7520	2615
1484	7522	2608
1485	7524	2602
1486	7525	2596
1487	7538	2593
1488	7550	2591
1489	7552	2585
1490	7556	2579
1491	7565	2575
1492	7573	2571
1493	7575	2565
1494	7577	2559
1495	7580	2553
1496	7582	2547
1497	7586	2542
1498	7591	2537
1499	7593	2531
1500	7595	21488	7595	2606
1489	7610	2604
1490	7612	2598
1491	7617	2593
1492	7634	2592
1493	7636	2586
1494	7638	2580
1495	7640	2574
1496	7643	2568
1497	7645	2561
1498	7648	2556
1499	7654	2551
1500	7664	2548
1501	7670	2543
1502	7675	2537
1503	7683	2533
15041517	7694	2443
1518	7700	2438
1519	7711	2435
1520	7717	2430
1521	7720	2424
1522	7723	2418
1523	7725	2413
1524	7734	2408
1525	7735	21513	7736	2483
1514	7745	2479
1515	7753	2475
1516	7764	2472
1517	7765	2465
1518	7769	2460
1519	7771	2454
1520	7773	2448
1521	7775	2442
1522	7781	2437
1523	7783	2431
15241537	7792	21525	7792	2420
1526	7794	2414
1527	7797	2408
15281541	7811	2320
1542	7816	2315
1543	7819	2309
1544	7829	2305
1545	7843	2303
1546	7848	2298
1547	7850	2292
1548	7852	2286
1549	7854	2280
1550	7865	2277
1551	7871	2272
1552	7874	2266
1553	7875	2260
1554	7877	215421555	7893	215431556	7906	2249
1557	7914	2245
1558	7917	2239
1559	7926	2235
1560	7928	2229
1561	7929	2223
1562	7943	2220
1563	7950	2216
1564	7955	2211
1565	7957	2205
1566	7962	2200
1567	7963	2194
1568	7966	2188
1569	7968	2182
1570	7971	2176
1571	7976	2171
1572	7986	2167
1573	7988	2161
1574	7996	2157
1575	8002	2152
1576	8006	2147
1577	8009	2141
1578	8011	2135
1579	8012	21567	8014	2208
1568	8016	2202
1569	8018	2196
1570	8022	2190
15711584	8029	21572	8029	2179
15731586	8040	215741587	8047	2087
1588	8051	2082
1589	8057	2077
1590	8063	2072
1591	8065	2067
1592	8072	2062
1593	8074	215811594	8076	2050
1595	8078	21583	8084	2123
15841597	8099	215851598	8102	215861599	8108	21587	8113	2105
1588	8116	2099
1589	8118	2093
1590	8125	2088
1591	8126	2082
1592	8130	2077
1593	8138	2072
1594	8140	2067
1595	8149	2062
1596	8155	2057
1597	8156	2051
1598	8158	2046
1599	8163	2040
1600	8174	2037
1601	8176	2031
1602	8180	2026
1603	8184	2020
16041617	8193	11605	8199	2011
1606	8206	2006
1607	8214	2002
1608	8216	1996
16091622	8225	11610	8223	1985
1611	8234	1982
1612	8237	1976
16131626	8248	1891
1627	8250	1885
1628	8253	11616	8251	1954
1617	8254	1948
16181631	8272	1865
1632	8274	1859
1633	8278	1854
1634	8280	1848
1635	8285	1843
1636	8287	1837
1637	8292	1832
1638	8301	1828
1639	8306	1823
1640	8309	1817
1641	8311	1812
1642	8313	1806
1643	8314	1800
1644	8329	1797
1645	8336	1792
1646	8355	1790
1647	8366	1786
1648	8372	1782
1649	8374	1776
1650	8379	1771
1651	8381	1765
1652	8392	1761
1653	8393	1755
1654	8404	1751
1655	8413	1747
1656	8416	1742
1657	8417	1736
1658	8423	1731
1659	8433	1727
1660	8438	1722
1661	8447	1718
1662	8450	1712
1663	8453	1707
1664	8457	1701
1665	8468	1697
1666	8480	1693
1667	8484	1688
1668	8486	1683
1669	8500	1679
1670	8502	116581671	8505	116591672	8507	116601673	8509	11661	8511	1730
1662	8521	1726
1663	8526	1721
1664	8538	1717
1665	8544	1712
1666	8545	1707
1667	8549	1701
1668	8550	1695
1669	8555	1690
1670	8561	1685
16711684	8570	1602
1685	8572	1596
1686	8582	1592
1687	8585	1586
1688	8587	11676	8588	1654
1677	8605	1651
1678	8612	1646
1679	8615	1641
1680	8619	1635
1681	8626	1630
1682	8632	1625
1683	8637	1620
1684	8644	1615
1685	8646	1610
1686	8649	1604
1687	8662	1601
1688	8670	1596
1689	8672	1590
1690	8675	1585
1691	8686	1581
1692	8697	1577
1693	8702	1572
1694	8704	1566
1695	8713	1561
